,Unnamed: 0,intersect,obs,forecast,date,level_0,index,x,y,case,fcsthr,met_x,met_y,interest,area,bound_dist,percentile_90,centroid_dist,length,julian_date,real_date,ddif
622,1404,-999.0,-999.0,-999.0,19970224_000000,502,502,-139.26702,37.01623,F001,1440000.0,162.93191,508.06492,0.80256,0.20274,0.0,812.95627,27.20562,113.75029,55,,
626,1408,-999.0,-999.0,-999.0,19970228_000000,1921,228,-156.12236,37.00929,O001,1440000.0,95.51056,508.03716,,,,803.32299,,107.642,59,,
628,1410,-999.0,-999.0,-999.0,19970302_000000,1923,230,-129.10949,39.58647,O001,1440000.0,203.56203,518.34586,,,,704.20222,,60.75753,61,,
629,1417,-999.0,-999.0,-999.0,19970309_000000,1924,231,-137.87989,43.61418,O001,1440000.0,168.48045,534.4567,,,,739.36457,,86.29656,68,,
630,1422,608.0,1254.0,816.0,19970314_000000,505,505,-142.55064,27.03768,F001,1440000.0,149.79744,468.1507,0.82116,0.25678,0.0,950.97979,26.9131,58.87744,73,,
632,1427,2740.0,3357.0,3727.0,19970319_000000,506,506,-134.69513,37.13745,F001,1440000.0,181.21949,508.54981,0.91574,0.57266,0.0,870.52215,10.59931,153.32226,78,,
634,1432,1182.0,1909.0,1370.0,19970324_000000,507,507,-141.8025,41.69554,F001,1440000.0,152.79,526.78214,0.83657,0.27589,0.0,686.5768,23.59845,112.91432,83,,
637,1456,860.0,1550.0,1160.0,19971218_000000,513,513,-155.94246,41.25992,F001,1440000.0,96.23017,525.03966,0.95302,0.83321,0.0,1131.91101,7.1658,70.01011,352,,
638,1457,1075.0,1738.0,1631.0,19971219_000000,514,514,-141.99593,40.47392,F001,1440000.0,152.01628,521.89567,0.93687,0.40334,0.0,870.57741,8.27751,110.34889,353,,
639,1458,-999.0,-999.0,-999.0,19971220_000000,1456,120,-133.9944,45.85945,F001,1440000.0,184.02239,543.43781,,,,680.18766,,76.82133,354,,
641,1460,2520.0,2678.0,3717.0,19971222_000000,515,515,-147.708,44.10963,F001,1440000.0,129.16798,536.43853,0.84898,0.65422,0.0,991.80803,19.43778,142.22024,356,,
642,1462,953.0,1104.0,1427.0,19971224_000000,516,516,-148.16981,50.61102,F001,1440000.0,127.32078,562.44406,0.96818,0.34818,0.0,681.71924,4.01934,104.49368,358,,
643,1463,-999.0,-999.0,-999.0,19971225_000000,1930,875,-146.19223,44.51632,O001,1440000.0,135.23107,538.06527,,,,712.33334,,63.24884,359,1997-12-25,4 days
645,1466,2799.0,3961.0,4160.0,19971228_000000,517,517,-140.08126,41.55461,F001,1440000.0,159.67494,526.21846,0.80976,0.46227,0.0,856.07409,20.78495,138.13786,362,,
646,1476,-999.0,-999.0,-999.0,19980107_000000,518,518,-146.92143,25.76548,F001,1440000.0,132.31427,463.06191,0.89009,0.53304,0.0,761.73577,14.08679,59.05446,7,,
647,1478,-999.0,-999.0,-999.0,19980109_000000,1457,121,-141.21531,42.47339,F001,1440000.0,155.13876,529.89354,,,,617.68554,,76.40883,9,,
648,1479,408.0,1629.0,757.0,19980110_000000,519,519,-144.20607,35.14771,F001,1440000.0,143.17573,500.59086,0.84484,0.74586,0.0,918.53311,21.99109,138.36039,10,,
649,1480,-999.0,1551.0,-999.0,19980111_000000,520,520,-133.48635,46.49757,F001,1440000.0,186.05461,545.99029,,,,601.23778,,60.05686,11,,
650,1483,2685.0,3779.0,3466.0,19980114_000000,521,521,-146.3499,38.44394,F001,1440000.0,134.60042,513.77576,0.8778,0.6079,0.0,857.59722,15.76588,115.88684,14,,
651,1487,649.0,1817.0,1491.0,19980118_000000,522,522,-138.90259,40.40109,F001,1440000.0,164.38964,521.60437,0.85461,0.32691,0.0,856.63694,18.90242,130.25117,18,,
652,1489,-999.0,-999.0,-999.0,19980120_000000,1458,884,-150.79634,39.31437,F001,1440000.0,116.81463,517.25749,,,,905.23193,,110.19366,20,1998-01-20,26 days
653,1491,1382.0,2714.0,2091.0,19980122_000000,523,523,-153.86794,36.0613,F001,1440000.0,104.52824,504.24519,0.84004,0.40617,0.0,798.06003,21.38912,79.87823,22,,
654,1496,1483.0,1676.0,2726.0,19980127_000000,524,524,-149.09116,36.71117,F001,1440000.0,123.63535,506.84469,0.94012,0.79475,0.0,775.04987,8.34966,101.80875,27,,
655,1497,1455.0,1806.0,2843.0,19980128_000000,525,888,-135.08357,38.59983,F001,1440000.0,179.66572,514.39931,0.93234,0.83167,0.0,747.50522,7.93914,136.74942,28,1998-01-28,7 days
656,1498,625.0,1516.0,1019.0,19980129_000000,526,526,-128.0768,42.2604,F001,1440000.0,207.69282,529.04159,0.88404,0.74724,0.0,694.93447,14.84351,104.09768,29,,
659,1501,1497.0,1738.0,1984.0,19980201_000000,527,892,-140.21331,34.08133,F001,1440000.0,159.14677,496.32531,0.9201,0.53107,0.0,873.52272,9.91644,147.69024,32,1998-02-01,4 days
660,1503,601.0,1542.0,668.0,19980203_000000,529,529,-125.80467,30.18028,F001,1440000.0,216.78131,480.72111,0.99808,0.84855,0.0,949.23088,2.34841,88.35301,34,,
661,1504,1001.0,1442.0,1443.0,19980204_000000,530,530,-148.04153,33.10307,F001,1440000.0,127.8339,492.41229,0.91872,0.5208,0.0,906.83696,10.4016,121.73741,35,,
662,1505,517.0,1389.0,1007.0,19980205_000000,531,531,-136.93639,32.80992,F001,1440000.0,172.25445,491.23969,0.8403,0.52484,0.0,812.93915,20.27883,125.08533,36,,
663,1506,1087.0,1777.0,1510.0,19980206_000000,532,897,-124.99301,31.4012,F001,1440000.0,220.02795,485.60481,0.88431,0.40243,0.0,844.36002,14.89958,84.81752,37,1998-02-06,4 days
664,1510,849.0,1473.0,1438.0,19980210_000000,534,534,-138.07527,36.09478,F001,1440000.0,167.6989,504.37912,0.84382,0.66499,0.0,746.91835,20.85691,68.88392,41,,
665,1511,2270.0,3160.0,2335.0,19980211_000000,535,535,-155.25441,37.55634,F001,1440000.0,98.98235,510.22537,0.82943,0.77082,0.0,1098.46271,16.29815,76.1945,42,,
667,1514,1381.0,2013.0,1818.0,19980214_000000,537,902,-141.57112,33.36537,F001,1440000.0,153.71554,493.46147,0.80728,0.56582,0.0,783.22986,28.08442,134.36887,45,1998-02-14,6 days
668,1516,-999.0,-999.0,-999.0,19980216_000000,1935,242,-137.21961,35.80265,O001,1440000.0,171.12158,503.21062,,,,677.74709,,68.08943,47,,
670,1519,-999.0,-999.0,-999.0,19980219_000000,1937,244,-129.10929,41.66753,O001,1440000.0,203.56285,526.67014,,,,669.41342,,89.66626,50,,
671,1520,1279.0,2460.0,3271.0,19980220_000000,538,906,-149.30497,41.61568,F001,1440000.0,122.78013,526.46271,0.93657,0.6935,0.0,837.63916,8.32523,87.72925,51,1998-02-20,6 days
672,1521,1977.0,2132.0,2806.0,19980221_000000,539,539,-139.91939,38.54636,F001,1440000.0,160.32245,514.18544,0.91629,0.76876,0.0,840.3408,10.63386,165.834,52,,
673,1524,-999.0,-999.0,-999.0,19980224_000000,1459,908,-150.22415,44.67598,F001,1440000.0,119.10341,538.70394,,,,861.38907,,91.84224,55,1998-02-24,4 days
674,1533,-999.0,-999.0,-999.0,19980305_000000,1464,128,-151.61118,39.37468,F001,1440000.0,113.55527,517.49871,,,,670.02776,,86.30161,64,,
675,1534,-999.0,-999.0,-999.0,19980306_000000,1939,246,-154.89856,31.98518,O001,1440000.0,100.40578,487.94073,,,,765.4549,,59.95831,65,,
677,1537,-999.0,-999.0,-999.0,19980309_000000,1941,248,-153.97775,34.59859,O001,1440000.0,104.08902,498.39434,,,,873.44878,,76.15337,68,,
678,1538,-999.0,-999.0,-999.0,19980310_000000,1942,919,-138.07654,37.7458,O001,1440000.0,167.69384,510.9832,,,,822.90919,,89.61215,69,1998-03-10,7 days
680,1545,-999.0,-999.0,-999.0,19980317_000000,1465,129,-146.82107,42.22191,F001,1440000.0,132.71573,528.88764,,,,688.47369,,70.79286,76,,
681,1548,782.0,1888.0,980.0,19980320_000000,545,925,-147.34093,36.27803,F001,1440000.0,130.6363,505.11212,0.83071,0.41968,0.0,804.4193,26.88833,88.9238,79,1998-03-20,6 days
682,1551,815.0,1252.0,1101.0,19980323_000000,546,546,-130.85,32.72055,F001,1440000.0,196.6,490.88219,0.93615,0.78812,0.0,753.77682,5.74566,74.23733,82,,
683,1565,531.0,890.0,682.0,19981207_000000,547,547,-134.25965,45.89093,F001,1440000.0,182.96139,543.56371,0.83479,0.4717,0.0,678.18405,22.20837,94.03425,341,,
684,1566,-999.0,-999.0,-999.0,19981208_000000,1466,929,-150.76943,42.18894,F001,1440000.0,116.92228,528.75575,,,,944.29528,,78.25249,342,1998-12-08,262 days
685,1567,908.0,1476.0,1709.0,19981209_000000,548,548,-149.18489,43.80424,F001,1440000.0,123.26043,535.21695,0.8809,0.33808,0.0,874.7473,15.56873,117.24065,343,,
686,1568,805.0,1382.0,1512.0,19981210_000000,549,549,-138.7175,44.60998,F001,1440000.0,165.13001,538.43992,0.83128,0.24124,0.0,879.62393,18.74181,111.02668,344,,
687,1570,-999.0,-999.0,-999.0,19981212_000000,550,550,-144.30837,42.94576,F001,1440000.0,142.76652,531.78303,0.85712,0.32613,0.0,768.39297,17.89339,135.0343,346,,
688,1571,788.0,1216.0,888.0,19981213_000000,551,551,-133.24985,42.66304,F001,1440000.0,187.00059,530.65217,0.74936,0.125,0.0,724.41347,20.47011,103.08364,347,,
689,1572,849.0,1545.0,1816.0,19981214_000000,552,552,-153.89845,40.80579,F001,1440000.0,104.4062,523.22318,0.90542,0.68803,0.0,998.48603,11.34288,62.32442,348,,
690,1573,1324.0,2251.0,2187.0,19981215_000000,553,553,-142.57079,41.57859,F001,1440000.0,149.71682,526.31436,0.96131,0.8414,0.0,856.56268,6.18712,134.65322,349,,
691,1582,1133.0,1955.0,1921.0,19981224_000000,554,937,-149.32383,39.19554,F001,1440000.0,122.70469,516.78218,0.81186,0.59028,0.0,1036.91945,24.60102,112.79971,358,1998-12-24,13 days
692,1588,-999.0,-999.0,-999.0,19981230_000000,1945,252,-142.07627,34.31017,O001,1440000.0,151.69492,497.24068,,,,708.99,,65.08088,364,,
693,1589,-999.0,1228.0,-999.0,19981231_000000,557,557,-153.88432,37.4408,F001,1440000.0,104.46273,509.76319,,,,860.22739,,103.20452,365,,
695,1592,-999.0,-999.0,-999.0,19990103_000000,558,558,-138.57885,41.51828,F001,1440000.0,165.68459,526.07311,0.81901,0.2114,0.0,648.94994,19.11979,63.58111,3,,
696,1596,-999.0,2028.0,-999.0,19990107_000000,1947,254,-154.50447,39.02844,O001,1440000.0,101.98211,516.11376,,,,821.63243,,93.75266,7,,
697,1601,1416.0,1572.0,3051.0,19990112_000000,560,947,-146.8665,40.42789,F001,1440000.0,132.53401,521.71154,0.89034,0.96947,0.0,1176.87612,13.34977,128.59176,12,1999-01-12,8 days
698,1603,3725.0,4558.0,4681.0,19990114_000000,561,561,-139.41311,39.8048,F001,1440000.0,162.34755,519.21921,0.95741,0.73108,0.0,1109.17048,6.28213,165.79713,14,,
699,1605,760.0,1974.0,2828.0,19990116_000000,562,949,-143.06044,34.59786,F001,1440000.0,147.75822,498.39145,0.76479,0.11197,0.0,660.2144,16.07198,67.43933,16,1999-01-16,4 days
700,1611,-999.0,-999.0,-999.0,19990122_000000,1469,133,-129.43435,36.55305,F001,1440000.0,202.2626,506.2122,,,,626.41334,,57.64925,22,,
701,1613,-999.0,-999.0,-999.0,19990124_000000,1948,255,-151.77054,48.71919,O001,1440000.0,112.91785,554.87678,,,,640.2072,,66.58665,24,,
702,1617,-999.0,-999.0,-999.0,19990128_000000,1949,256,-146.82282,41.82511,O001,1440000.0,132.70872,527.30046,,,,660.21348,,114.68842,28,,
703,1619,-999.0,-999.0,-999.0,19990130_000000,1470,134,-132.88931,39.78753,F001,1440000.0,188.44275,519.15013,,,,658.56595,,68.16223,30,,
704,1621,1083.0,-999.0,1641.0,19990201_000000,566,566,-151.20013,40.24851,F001,1440000.0,115.19947,520.99406,0.77949,0.22794,0.0,784.56922,22.49705,73.05303,32,,
705,1622,1991.0,2916.0,2821.0,19990202_000000,567,567,-136.07488,42.40121,F001,1440000.0,175.70046,529.60484,0.84258,0.28042,0.0,647.40261,25.02797,130.10372,33,,
706,1624,-999.0,-999.0,-999.0,19990204_000000,1471,960,-155.5394,45.47636,F001,1440000.0,97.84241,541.90544,,,,708.93819,,64.58498,35,1999-02-04,14 days
707,1631,1534.0,2951.0,1709.0,19990211_000000,571,571,-147.97088,34.41515,F001,1440000.0,128.1165,497.66061,0.84595,0.7162,0.0,693.11627,23.97614,89.65966,42,,
708,1633,197.0,443.0,578.0,19990213_000000,573,573,-129.76868,38.9905,F001,1440000.0,200.92529,515.96199,0.75199,0.063205,0.0,678.15642,12.9277,70.49205,44,,
709,1634,-999.0,-999.0,-999.0,19990214_000000,1950,257,-155.26477,38.95673,O001,1440000.0,98.94094,515.82691,,,,816.79774,,59.33973,45,,
710,1636,2592.0,3998.0,3313.0,19990216_000000,575,575,-144.16258,35.84217,F001,1440000.0,143.34968,503.36867,0.89793,0.86777,0.0,778.22014,12.69732,127.08968,47,,
711,1642,1080.0,2227.0,1833.0,19990222_000000,576,972,-147.17604,41.11262,F001,1440000.0,131.29584,524.4505,0.98256,0.90892,0.0,747.80465,2.6458,111.23099,53,1999-02-22,7 days
712,1644,2581.0,2992.0,3662.0,19990224_000000,578,578,-138.84581,38.51591,F001,1440000.0,164.61675,514.06363,0.92312,0.80281,0.0,1052.33178,9.6712,157.52283,55,,
713,1648,307.0,503.0,367.0,19990228_000000,579,579,-129.37791,36.78354,F001,1440000.0,202.48837,507.13417,0.93683,0.70172,0.0,632.60922,8.52947,65.14877,59,,
714,1650,-999.0,-999.0,-999.0,19990302_000000,1951,258,-141.80499,32.84766,O001,1440000.0,152.78005,491.39062,,,,786.47097,,59.64842,61,,
715,1655,-999.0,-999.0,-999.0,19990307_000000,1475,139,-146.27271,40.04148,F001,1440000.0,134.90917,520.16594,,,,754.11008,,92.88831,66,,
716,1656,-999.0,-999.0,-999.0,19990308_000000,1476,140,-134.86828,40.45108,F001,1440000.0,180.52688,521.8043,,,,573.38665,,59.15358,67,,
718,1660,-999.0,-999.0,-999.0,19990312_000000,580,580,-142.38531,40.88803,F001,1440000.0,150.45875,523.55213,0.83066,0.17375,0.0,626.05618,15.19209,80.63168,71,,
720,1666,-999.0,-999.0,-999.0,19990318_000000,1477,983,-151.0205,43.14562,F001,1440000.0,115.91799,532.58248,,,,750.03526,,82.7511,77,1999-03-18,7 days
721,1667,-999.0,-999.0,-999.0,19990319_000000,1478,142,-148.27029,38.15544,F001,1440000.0,126.91882,512.62177,,,,694.31202,,89.79795,78,,
722,1671,-999.0,-999.0,-999.0,19990323_000000,1954,985,-144.40397,37.15501,O001,1440000.0,142.38413,508.62004,,,,646.5244,,58.12794,82,1999-03-23,5 days
723,1672,-999.0,-999.0,-999.0,19990324_000000,1955,262,-136.05101,33.20859,O001,1440000.0,175.79596,492.83434,,,,578.31113,,67.75856,83,,
724,1674,-999.0,-999.0,-999.0,19990326_000000,1479,143,-153.39091,39.36948,F001,1440000.0,106.43636,517.47792,,,,627.98334,,58.43575,85,,
726,1685,-999.0,-999.0,-999.0,19991207_000000,1480,990,-134.43462,42.82812,F001,1440000.0,182.26151,531.3125,,,,834.23645,,80.20915,341,1999-12-07,257 days
727,1686,1096.0,1473.0,1514.0,19991208_000000,582,582,-141.33677,43.61149,F001,1440000.0,154.65292,534.44595,0.94677,0.77666,0.0,806.75303,7.63118,69.63457,342,,
729,1689,168.0,347.0,872.0,19991211_000000,584,584,-135.5637,47.7813,F001,1440000.0,177.74521,551.12518,0.70097,0.037464,0.0,632.28901,15.84792,93.303,345,,
730,1692,1814.0,2370.0,2276.0,19991214_000000,585,995,-153.4817,40.91453,F001,1440000.0,106.07321,523.65814,0.88637,0.93606,0.0,919.98335,14.2392,74.1825,348,1999-12-14,4 days
731,1705,2204.0,3658.0,2516.0,19991227_000000,592,592,-148.01138,41.53073,F001,1440000.0,127.95446,526.12293,0.96637,0.71337,0.0,955.66489,5.48287,164.40353,361,,
732,1707,-999.0,-999.0,-999.0,19991229_000000,1481,145,-139.54525,31.78843,F001,1440000.0,161.81901,487.15372,,,,749.7258,,77.59541,363,,
733,1709,-999.0,-999.0,-999.0,19991231_000000,1959,266,-147.30892,29.29948,O001,1440000.0,130.76432,477.19792,,,,654.39951,,57.36846,365,,
734,1710,-999.0,-999.0,-999.0,20000101_000000,1960,267,-148.31781,28.35088,O001,1440000.0,126.72878,473.40353,,,,639.79898,,58.42061,1,,
735,1712,-999.0,-999.0,-999.0,20000103_000000,1961,268,-145.38291,40.22975,O001,1440000.0,138.46836,520.91898,,,,673.64505,,59.82613,3,,
736,1713,-999.0,-999.0,-999.0,20000104_000000,1962,269,-131.28131,43.76384,O001,1440000.0,194.87475,535.05537,,,,773.27161,,80.25497,4,,
737,1714,-999.0,-999.0,-999.0,20000105_000000,1482,146,-157.30347,45.18144,F001,1440000.0,90.78611,540.72578,,,,767.9828,,86.83267,5,,
738,1715,-999.0,-999.0,-999.0,20000106_000000,1483,147,-145.01944,45.66491,F001,1440000.0,139.92224,542.65964,,,,810.52987,,103.77068,6,,
739,1719,-999.0,-999.0,-999.0,20000110_000000,1963,270,-151.5567,39.77921,O001,1440000.0,113.7732,519.11684,,,,764.94996,,75.2663,10,,
740,1720,-999.0,-999.0,-999.0,20000111_000000,1964,271,-130.064,40.56362,O001,1440000.0,199.74401,522.25449,,,,781.24662,,63.5358,11,,
743,1736,1124.0,1776.0,1574.0,20000127_000000,593,593,-153.7984,47.70184,F001,1440000.0,104.80639,550.80736,0.8672,0.4172,0.0,740.89712,17.26079,56.39462,27,,
744,1737,-999.0,-999.0,-999.0,20000128_000000,1967,274,-135.14912,50.93474,O001,1440000.0,179.40353,563.73897,,,,607.60455,,62.21416,28,,
746,1741,-999.0,-999.0,-999.0,20000201_000000,1969,276,-133.35814,41.87031,O001,1440000.0,186.56742,527.48123,,,,754.26156,,97.9468,32,,
747,1742,-999.0,-999.0,-999.0,20000202_000000,1484,1019,-157.80026,42.66993,F001,1440000.0,88.79898,530.67973,,,,884.53802,,101.87944,33,2000-02-02,38 days
748,1743,698.0,1618.0,1659.0,20000203_000000,594,594,-149.90076,39.95059,F001,1440000.0,120.39696,519.80236,0.83118,0.47466,0.0,882.3958,23.89683,134.13914,34,,
749,1746,355.0,595.0,772.0,20000206_000000,596,596,-135.37075,31.42675,F001,1440000.0,178.517,485.707,0.8355,0.30924,0.0,677.47836,26.68962,82.68916,37,,
750,1750,-999.0,-999.0,-999.0,20000210_000000,1970,277,-150.56825,35.6345,O001,1440000.0,117.727,502.538,,,,861.37123,,77.27604,41,,
752,1753,2064.0,3221.0,2396.0,20000213_000000,599,599,-146.43818,31.93484,F001,1440000.0,134.24727,487.73937,0.85996,0.90314,0.0,735.06311,18.74135,92.93494,44,,
753,1754,1065.0,1154.0,2148.0,20000214_000000,600,600,-130.84481,31.97692,F001,1440000.0,196.62077,487.90769,0.87911,0.47834,0.0,731.9741,13.7192,68.84193,45,,
754,1758,1776.0,2340.0,2123.0,20000218_000000,601,601,-157.20791,46.11403,F001,1440000.0,91.16835,544.45612,0.87433,0.67606,0.0,815.93656,16.0671,88.04912,49,,
755,1759,1730.0,2230.0,1927.0,20000219_000000,602,602,-141.79157,39.99007,F001,1440000.0,152.83372,519.96028,0.88595,0.60331,0.0,743.43961,13.80018,102.69399,50,,
756,1760,-999.0,-999.0,-999.0,20000220_000000,1488,152,-156.52723,42.2062,F001,1440000.0,93.8911,528.82481,,,,879.24759,,56.61767,51,,
757,1761,1263.0,1383.0,1663.0,20000221_000000,603,1034,-149.32036,36.94456,F001,1440000.0,122.71855,507.77825,0.9433,0.68829,0.0,739.45494,7.88916,100.82744,52,2000-02-21,10 days
758,1762,637.0,945.0,741.0,20000222_000000,604,604,-139.99695,32.90158,F001,1440000.0,160.01221,491.60631,0.81193,0.55505,0.0,722.87866,20.95881,71.8154,53,,
759,1769,1528.0,2731.0,2474.0,20000301_000000,609,609,-141.98674,38.17899,F001,1440000.0,152.05303,512.71596,0.88839,0.56926,0.0,855.36163,14.6298,125.96723,61,,
760,1770,-999.0,-999.0,-999.0,20000302_000000,610,610,-154.3355,38.16759,F001,1440000.0,102.65799,512.67034,0.90339,0.81981,0.0,1172.50454,11.23649,66.61061,62,,
761,1771,1950.0,2342.0,3430.0,20000303_000000,611,611,-143.12818,39.5986,F001,1440000.0,147.48726,518.39441,0.92551,0.75363,0.0,852.66449,9.70186,131.3045,63,,
762,1777,-999.0,-999.0,-999.0,20000309_000000,1972,279,-150.89255,33.15425,O001,1440000.0,116.4298,492.617,,,,722.46894,,71.28072,69,,
763,1779,-999.0,-999.0,-999.0,20000311_000000,1489,153,-154.50147,38.50902,F001,1440000.0,101.99413,514.03607,,,,778.83929,,58.14613,71,,
764,1781,-999.0,-999.0,-999.0,20000313_000000,612,612,-138.49675,33.76351,F001,1440000.0,166.013,495.05404,0.82541,0.17471,0.0,677.06548,15.74063,117.03642,73,,
765,1784,-999.0,-999.0,-999.0,20000316_000000,1490,154,-153.95673,36.33968,F001,1440000.0,104.17307,505.35874,,,,1042.94081,,88.66274,76,,
766,1786,1302.0,1467.0,1964.0,20000318_000000,613,613,-134.48222,41.58902,F001,1440000.0,182.07112,526.35608,0.83036,0.44308,0.0,762.66533,22.11294,131.46181,78,,
767,1788,2439.0,2985.0,2809.0,20000320_000000,614,614,-150.04552,44.14835,F001,1440000.0,119.81791,536.5934,0.98743,0.88779,0.0,1075.90047,3.36501,92.71345,80,,
768,1789,-999.0,-999.0,-999.0,20000321_000000,1491,155,-131.38222,44.76723,F001,1440000.0,194.47114,539.0689,,,,606.68605,,65.13269,81,,
769,1792,575.0,663.0,1088.0,20000324_000000,615,615,-154.98274,43.00662,F001,1440000.0,100.06904,532.02647,0.72955,0.16591,0.0,708.62281,23.1327,63.88636,84,,
770,1793,-999.0,-999.0,-999.0,20000325_000000,1492,1052,-144.00636,41.43003,F001,1440000.0,143.97456,525.72013,,,,651.44347,,117.0767,85,2000-03-25,26 days
771,1794,906.0,1150.0,1876.0,20000326_000000,616,616,-144.78379,40.74886,F001,1440000.0,140.86484,522.99543,0.83606,0.57565,0.0,821.56666,23.1178,78.97524,86,,
772,1797,757.0,1155.0,955.0,20000329_000000,617,1054,-155.71351,41.24872,F001,1440000.0,97.14594,524.99486,0.90968,0.5315,0.0,775.83409,12.05095,61.78066,89,2000-03-29,4 days
773,1798,1103.0,1273.0,2064.0,20000330_000000,618,618,-152.94997,39.57927,F001,1440000.0,108.2001,518.31709,0.92297,0.67871,0.0,1059.16175,10.16331,90.60476,90,,
774,1806,-999.0,-999.0,-999.0,20001208_000000,1493,157,-157.20245,53.07473,F001,1440000.0,91.19022,572.29891,,,,773.97261,,62.03786,343,,
775,1809,-999.0,-999.0,-999.0,20001211_000000,1973,280,-137.18576,41.43046,O001,1440000.0,171.25695,525.72185,,,,733.45948,,63.49296,346,,
777,1816,1260.0,1878.0,1871.0,20001218_000000,621,621,-141.06204,41.7175,F001,1440000.0,155.75186,526.86999,0.94775,0.72812,0.0,686.09845,6.06202,102.72965,353,,
778,1817,1263.0,2510.0,2043.0,20001219_000000,622,622,-155.26504,40.67184,F001,1440000.0,98.93984,522.68738,0.93541,0.55819,0.0,1254.13454,9.01183,85.32877,354,,
779,1818,942.0,1884.0,2199.0,20001220_000000,623,1064,-140.10238,41.78007,F001,1440000.0,159.59046,527.12027,0.92385,0.55026,0.0,783.50349,9.73168,133.43642,355,2000-12-20,4 days
781,1821,-999.0,-999.0,-999.0,20001223_000000,1494,158,-138.45317,38.95317,F001,1440000.0,166.1873,515.8127,,,,591.53278,,60.12465,358,,
782,1822,1110.0,2806.0,1183.0,20001224_000000,625,625,-153.48151,39.26065,F001,1440000.0,106.07396,517.0426,0.87601,0.73023,0.0,879.84523,15.80617,77.93384,359,,
783,1824,-999.0,-999.0,-999.0,20001226_000000,1495,159,-139.40837,48.17514,F001,1440000.0,162.36652,552.70058,,,,690.04478,,71.1068,361,,
785,1826,-999.0,-999.0,-999.0,20001228_000000,1978,285,-138.91124,38.26091,O001,1440000.0,164.35503,513.04364,,,,797.98318,,77.64627,363,,
786,1827,884.0,1268.0,1856.0,20001229_000000,626,626,-152.41591,41.85112,F001,1440000.0,110.33635,527.40449,0.86351,0.51498,0.0,971.04625,17.62796,82.57831,364,,
787,1828,105.0,889.0,1407.0,20001230_000000,627,627,-142.80454,41.18221,F001,1440000.0,148.78183,524.72885,0.81085,0.16198,0.0,724.0911,15.54435,159.00845,365,,
