,Unnamed: 0,intersect,obs,forecast,date,level_0,index,x,y,case,fcsthr,met_x,met_y,interest,area,bound_dist,percentile_90,centroid_dist,length,julian_date,real_date,ddif
1300,3029,-999.0,-999.0,-999.0,20110101_000000,2149,1761,-157.30679,43.76983,O001,1440000.0,90.77285,535.0793,,,,791.33929,,57.50732,1,2011-01-01,4 days
1301,3032,1649.0,2262.0,3291.0,20110104_000000,1034,1034,-146.66194,47.76738,F001,1440000.0,133.35225,551.06953,0.89109,0.56454,0.0,807.30354,14.45978,134.25041,4,,
1302,3033,590.0,1241.0,1670.0,20110105_000000,1035,1035,-151.21021,40.88008,F001,1440000.0,115.15917,523.52031,0.83828,0.30323,0.0,663.96438,24.86868,99.24207,5,,
1303,3034,-999.0,-999.0,-999.0,20110106_000000,2150,457,-150.85015,32.87914,O001,1440000.0,116.5994,491.51657,,,,789.39183,,82.02226,6,,
1304,3037,775.0,839.0,1472.0,20110109_000000,1036,1036,-143.99314,26.87357,F001,1440000.0,144.02746,467.49428,0.9572,0.69437,0.0,663.36328,6.5428,63.89048,9,,
1305,3038,399.0,921.0,1415.0,20110110_000000,1037,1037,-140.42163,33.59788,F001,1440000.0,158.3135,494.3915,0.84635,0.77199,0.0,708.02525,20.60991,89.58029,10,,
1306,3039,342.0,488.0,516.0,20110111_000000,1038,1038,-150.31133,28.56159,F001,1440000.0,118.75468,474.24634,0.86351,0.60451,0.0,885.55377,18.77608,93.25879,11,,
1307,3040,-999.0,-999.0,-999.0,20110112_000000,1039,1769,-144.72249,36.62132,F001,1440000.0,141.11006,506.48527,0.84272,0.76194,0.0,922.26442,21.19982,105.61983,12,2011-01-12,9 days
1308,3047,-999.0,-999.0,-999.0,20110119_000000,1043,1043,-155.10848,41.15184,F001,1440000.0,99.56607,524.60736,0.89126,0.77931,0.0,1155.59814,13.7581,91.04566,19,,
1309,3049,1080.0,1607.0,1813.0,20110121_000000,1044,1044,-140.3855,42.39341,F001,1440000.0,158.45802,529.57366,0.91722,0.51898,0.0,687.56132,10.68415,116.57237,21,,
1310,3050,-999.0,-999.0,-999.0,20110122_000000,1045,1045,-151.31328,36.54322,F001,1440000.0,114.74689,506.17289,0.81802,0.3824,0.0,796.59556,24.44587,74.73158,22,,
1311,3051,1811.0,3252.0,3224.0,20110123_000000,1046,1046,-151.87293,42.89173,F001,1440000.0,112.50829,531.56692,0.93455,0.6826,0.0,972.89309,8.05397,92.6265,23,,
1312,3052,55.0,488.0,1441.0,20110124_000000,1047,1047,-138.94004,44.63584,F001,1440000.0,164.23982,538.54336,0.88062,0.43033,0.0,640.70207,15.39286,127.96357,24,,
1315,3059,1071.0,2528.0,2057.0,20110131_000000,1050,1050,-142.197,40.79899,F001,1440000.0,151.212,523.19597,0.81384,0.46277,0.0,812.62365,26.97051,134.7691,31,,
1316,3061,541.0,1431.0,2038.0,20110202_000000,1051,1051,-154.84526,38.38733,F001,1440000.0,100.61896,513.54932,0.82318,0.23536,0.0,910.95316,24.42115,63.52616,33,,
1317,3063,1312.0,2379.0,3088.0,20110204_000000,1052,1787,-143.7992,41.48066,F001,1440000.0,144.8032,525.92264,0.904,0.40563,0.0,908.81504,12.91843,168.41471,35,2011-02-04,5 days
1318,3066,1137.0,2525.0,2854.0,20110207_000000,1054,1054,-149.84823,37.79779,F001,1440000.0,120.60708,511.19115,0.82539,0.7105,0.0,902.73589,23.87779,171.58873,38,,
1319,3069,-999.0,-999.0,-999.0,20110210_000000,2155,1790,-146.71206,43.4369,O001,1440000.0,133.15176,533.7476,,,,653.29953,,62.6084,41,2011-02-10,5 days
1321,3072,-999.0,-999.0,-999.0,20110213_000000,1609,273,-145.98074,31.66788,F001,1440000.0,136.07703,486.67151,,,,797.88105,,64.59054,44,,
1322,3074,-999.0,-999.0,-999.0,20110215_000000,1610,274,-131.96191,34.09208,F001,1440000.0,192.15237,496.36831,,,,893.38895,,64.03123,46,,
1323,3077,-999.0,-999.0,-999.0,20110218_000000,1055,1795,-157.81325,35.02101,F001,1440000.0,88.747,500.08403,0.90558,0.87879,0.0,885.46205,12.68139,83.04181,49,2011-02-18,6 days
1324,3080,-999.0,-999.0,-999.0,20110221_000000,1612,276,-153.65426,33.02896,F001,1440000.0,105.38298,492.11584,,,,636.86532,,60.46587,52,,
1325,3088,-999.0,-999.0,-999.0,20110301_000000,1613,277,-138.97362,36.27136,F001,1440000.0,164.10553,505.08543,,,,754.69677,,93.66143,60,,
1326,3093,622.0,732.0,1085.0,20110306_000000,1056,1056,-136.77924,33.15943,F001,1440000.0,172.88302,492.6377,0.90473,0.85656,0.0,826.21522,11.5356,106.85059,65,,
1327,3094,-999.0,-999.0,-999.0,20110307_000000,2158,465,-153.34283,42.65957,O001,1440000.0,106.62869,530.6383,,,,966.19033,,58.41491,66,,
1328,3095,-999.0,-999.0,-999.0,20110308_000000,2159,1801,-137.45513,41.61437,O001,1440000.0,170.17949,526.45749,,,,647.38493,,78.26055,67,2011-03-08,16 days
1330,3099,-999.0,-999.0,-999.0,20110312_000000,2161,468,-152.70448,35.13947,O001,1440000.0,109.1821,500.55787,,,,840.40507,,79.57953,71,,
1331,3100,1717.0,2008.0,2097.0,20110313_000000,1057,1057,-139.11769,37.58882,F001,1440000.0,163.52922,510.35527,0.96079,0.66251,0.0,816.3435,5.82906,115.70095,72,,
1332,3101,-999.0,-999.0,-999.0,20110314_000000,2162,469,-151.53712,34.65561,O001,1440000.0,113.85152,498.62242,,,,968.45665,,65.59204,73,,
1333,3103,490.0,740.0,956.0,20110316_000000,1058,1058,-129.38321,36.35146,F001,1440000.0,202.46715,505.40584,0.99357,0.64499,0.0,571.24334,2.40974,67.13804,75,,
1334,3105,-999.0,-999.0,-999.0,20110318_000000,1614,278,-143.63962,44.77369,F001,1440000.0,145.44153,539.09476,,,,572.30977,,61.74279,77,,
1335,3106,-999.0,-999.0,-999.0,20110319_000000,2163,1808,-151.54335,39.6091,O001,1440000.0,113.82658,518.43639,,,,735.4953,,62.84461,78,2011-03-19,11 days
1336,3111,-999.0,-999.0,-999.0,20110324_000000,2164,471,-141.30022,40.0333,O001,1440000.0,154.79913,520.13319,,,,552.30256,,57.09655,83,,
1337,3112,939.0,1208.0,1215.0,20110325_000000,1059,1811,-152.08817,43.41917,F001,1440000.0,111.64733,533.67666,0.98086,0.8601,0.0,815.78695,4.19141,66.19049,84,2011-03-25,4 days
1338,3113,630.0,1063.0,1669.0,20110326_000000,1060,1060,-154.1147,41.66323,F001,1440000.0,103.54121,526.65293,0.90808,0.44511,0.0,753.93569,12.36091,65.85767,85,,
1339,3114,-999.0,-999.0,-999.0,20110327_000000,1616,280,-131.49011,41.38996,F001,1440000.0,194.03955,525.55984,,,,684.03625,,76.53405,86,,
1340,3118,1061.0,1397.0,1818.0,20110331_000000,1064,1064,-141.97534,41.33567,F001,1440000.0,152.09863,525.34267,0.8476,0.80673,0.0,735.48582,23.63402,162.2405,90,,
1341,3124,-999.0,-999.0,-999.0,20111207_000000,1617,281,-153.70663,46.50468,F001,1440000.0,105.17347,546.01871,,,,804.58362,,62.10875,341,,
1342,3128,-999.0,-999.0,-999.0,20111211_000000,1618,1819,-155.41139,50.09427,F001,1440000.0,98.35445,560.37707,,,,1032.91982,,74.55513,345,2011-12-11,256 days
1343,3133,1336.0,1911.0,2058.0,20111216_000000,1067,1067,-146.37722,39.08263,F001,1440000.0,134.49112,516.3305,0.94328,0.64167,0.0,713.96828,6.38649,98.35342,350,,
1345,3136,1158.0,2365.0,2582.0,20111219_000000,1068,1068,-146.97785,43.55179,F001,1440000.0,132.0886,534.20715,0.94686,0.66532,0.0,957.52973,7.4454,126.39606,353,,
1346,3138,-999.0,-999.0,-999.0,20111221_000000,1621,285,-150.67178,40.8992,F001,1440000.0,117.31289,523.59682,,,,946.1985,,88.29218,355,,
1348,3140,-999.0,-999.0,-999.0,20111223_000000,1069,1069,-150.77268,36.72054,F001,1440000.0,116.90929,506.88214,0.86402,0.49173,0.0,643.31463,15.30648,76.67577,357,,
1349,3141,403.0,964.0,1511.0,20111224_000000,1070,1830,-140.32114,42.65739,F001,1440000.0,158.71543,530.62954,0.90153,0.65664,0.0,696.7192,11.75283,142.21309,358,2011-12-24,4 days
1350,3146,1919.0,2790.0,3318.0,20111229_000000,1072,1072,-139.58535,40.52276,F001,1440000.0,161.65861,522.09106,0.92122,0.65803,0.0,873.15337,9.66806,179.86437,363,,
1352,3150,1005.0,1196.0,1406.0,20120102_000000,1073,1073,-130.81669,42.62804,F001,1440000.0,196.73322,530.51216,0.9239,0.92977,0.0,851.2658,8.43461,103.44123,2,,
1353,3151,3129.0,3815.0,3585.0,20120103_000000,1074,1837,-146.66535,35.80301,F001,1440000.0,133.33859,503.21203,0.98653,0.91376,0.0,1179.85186,3.45119,118.14657,3,2012-01-03,6 days
1354,3152,1990.0,3184.0,2253.0,20120104_000000,1075,1075,-138.3612,37.58592,F001,1440000.0,166.55521,510.34368,0.84589,0.73807,0.0,1110.83316,19.72238,152.40619,4,,
1355,3156,2441.0,2885.0,3173.0,20120108_000000,1077,1077,-140.00807,43.35724,F001,1440000.0,159.96772,533.42897,0.95795,0.86505,0.0,797.38877,6.63575,171.63595,8,,
1356,3165,1255.0,2854.0,1554.0,20120117_000000,1079,1079,-157.13564,32.30923,F001,1440000.0,91.45744,489.23692,0.87509,0.9815,0.0,933.68089,14.99622,62.06977,17,,
1357,3166,2577.0,3464.0,3523.0,20120118_000000,1080,1080,-143.7743,36.76858,F001,1440000.0,144.90279,507.0743,0.90187,0.8043,0.0,893.42414,11.92516,128.51613,18,,
1359,3168,3967.0,5306.0,5363.0,20120120_000000,1082,1082,-144.66534,36.84692,F001,1440000.0,141.33863,507.3877,0.9838,0.71843,0.0,1327.25016,3.65857,141.24614,20,,
1360,3169,-999.0,-999.0,-999.0,20120121_000000,1083,1083,-131.00192,35.87907,F001,1440000.0,195.99234,503.51628,0.88146,0.804,0.0,1079.80315,14.60839,154.64833,21,,
1361,3171,-999.0,-999.0,-999.0,20120123_000000,1627,1852,-147.68153,34.41771,F001,1440000.0,129.2739,497.67082,,,,884.86027,,108.35666,23,2012-01-23,7 days
1362,3174,-999.0,-999.0,-999.0,20120126_000000,1628,292,-129.62558,43.74,F001,1440000.0,201.49767,534.96,,,,881.84823,,121.09781,26,,
1364,3182,-999.0,-999.0,-999.0,20120203_000000,2172,479,-136.66496,50.58248,O001,1440000.0,173.34016,562.32992,,,,817.77031,,63.42845,34,,
1365,3186,-999.0,-999.0,-999.0,20120207_000000,1086,1086,-128.33617,41.00062,F001,1440000.0,206.65532,524.00248,,,,918.96369,,85.99307,38,,
1367,3188,1647.0,2216.0,2380.0,20120209_000000,1088,1088,-137.48355,39.5336,F001,1440000.0,170.0658,518.13439,0.88572,0.71074,0.0,878.49041,14.94169,144.13884,40,,
1368,3195,-999.0,-999.0,-999.0,20120216_000000,1631,295,-143.88752,38.22651,F001,1440000.0,144.44992,512.90606,,,,736.13985,,135.53911,47,,
1370,3203,-999.0,-999.0,-999.0,20120224_000000,2175,482,-139.27867,45.62486,O001,1440000.0,162.88534,542.49945,,,,635.88748,,68.90655,55,,
1371,3205,-999.0,-999.0,-999.0,20120226_000000,1633,297,-153.81646,37.22567,F001,1440000.0,104.73418,508.90269,,,,913.19744,,77.05611,57,,
1372,3208,-999.0,-999.0,-999.0,20120301_000000,1634,1877,-151.74406,45.25688,F001,1440000.0,113.02375,541.0275,,,,693.09484,,101.41507,61,2012-03-01,8 days
1373,3209,414.0,701.0,1569.0,20120302_000000,1096,1096,-150.11434,42.60723,F001,1440000.0,119.54265,530.42892,0.89057,0.3923,0.0,697.93717,13.3943,102.65881,62,,
1374,3211,-999.0,-999.0,-999.0,20120304_000000,1635,299,-132.35669,46.5726,F001,1440000.0,190.57323,546.2904,,,,608.44196,,62.48081,64,,
1375,3214,-999.0,-999.0,-999.0,20120307_000000,2176,483,-153.55223,24.67204,O001,1440000.0,105.79109,458.68817,,,,680.63116,,65.29088,67,,
1377,3217,-999.0,-999.0,-999.0,20120310_000000,1636,300,-130.06757,45.37066,F001,1440000.0,199.72973,541.48263,,,,616.95593,,78.57763,70,,
1379,3221,-999.0,-999.0,-999.0,20120314_000000,1637,301,-141.85945,36.7566,F001,1440000.0,152.56221,507.02639,,,,605.71676,,144.00907,74,,
1381,3226,2529.0,3075.0,2722.0,20120319_000000,1098,1098,-149.37033,43.97056,F001,1440000.0,122.51867,535.88223,0.82973,0.72232,0.0,944.16605,24.14449,97.09366,79,,
1382,3228,-999.0,-999.0,-999.0,20120321_000000,1638,302,-133.68325,40.81068,F001,1440000.0,185.26699,523.24272,,,,580.33698,,89.35871,81,,
1383,3231,-999.0,-999.0,-999.0,20120324_000000,1639,303,-155.66869,46.72571,F001,1440000.0,97.32524,546.90285,,,,779.53965,,58.2207,84,,
1384,3232,-999.0,-999.0,-999.0,20120325_000000,1640,1891,-148.63378,40.52746,F001,1440000.0,125.46488,522.10983,,,,691.50416,,79.16298,85,2012-03-25,5 days
1387,3237,1961.0,2289.0,2518.0,20120330_000000,1102,1102,-138.71247,37.41967,F001,1440000.0,165.15013,509.67866,0.97258,0.86195,0.0,781.47571,4.9825,159.79152,90,,
1388,3245,-999.0,-999.0,-999.0,20121208_000000,1103,1897,-158.17528,40.06577,F001,1440000.0,87.2989,520.26309,0.91277,1.0,0.0,706.09496,6.02693,74.29445,343,2012-12-08,254 days
1389,3246,-999.0,-999.0,-999.0,20121209_000000,1641,305,-148.54528,41.25717,F001,1440000.0,125.81889,525.02866,,,,661.25073,,66.41426,344,,
1390,3247,367.0,783.0,839.0,20121210_000000,1104,1104,-153.71989,52.47999,F001,1440000.0,105.12044,569.91997,0.89658,0.39464,0.0,735.6903,13.42027,75.67744,345,,
1391,3249,-999.0,-999.0,-999.0,20121212_000000,1642,306,-131.34595,52.21095,F001,1440000.0,194.61621,568.8438,,,,710.31177,,145.47613,347,,
1392,3253,1336.0,1930.0,1733.0,20121216_000000,1107,1107,-142.48801,42.55585,F001,1440000.0,150.04796,530.22339,0.87824,0.3635,0.0,829.2096,15.77089,131.59746,351,,
1393,3257,-999.0,-999.0,-999.0,20121220_000000,2183,490,-129.66948,40.14865,O001,1440000.0,201.32207,520.59459,,,,591.37563,,63.17955,355,,
1394,3260,579.0,1490.0,1108.0,20121223_000000,1108,1907,-142.52109,34.34566,F001,1440000.0,149.91562,497.38262,0.89275,0.4715,0.0,734.76148,14.09773,122.62071,358,2012-12-23,6 days
1395,3261,831.0,1370.0,1139.0,20121224_000000,1109,1109,-150.50664,35.0282,F001,1440000.0,117.97343,500.1128,0.94008,0.4562,0.0,704.04742,8.53205,124.21799,359,,
1397,3266,1998.0,2826.0,2417.0,20121229_000000,1110,1110,-152.41201,39.40324,F001,1440000.0,110.35196,517.61295,0.96622,0.79173,0.0,1082.611,5.33899,104.02613,364,,
1398,3267,1391.0,2652.0,2949.0,20121230_000000,1111,1111,-148.36542,41.64505,F001,1440000.0,126.53832,526.5802,0.88988,0.454,0.0,932.56457,13.99786,157.61043,365,,
1399,3268,238.0,475.0,757.0,20121231_000000,1112,1112,-152.01739,35.83669,F001,1440000.0,111.93044,503.34676,0.8616,0.42737,0.0,916.24571,20.94422,96.68794,366,,
1401,3271,-999.0,-999.0,-999.0,20130103_000000,2186,493,-151.99245,38.21887,O001,1440000.0,112.03019,512.87547,,,,612.36368,,65.10448,3,,
1402,3272,-999.0,-999.0,-999.0,20130104_000000,1644,308,-139.88794,39.2771,F001,1440000.0,160.44822,517.10841,,,,650.00239,,65.81662,4,,
1403,3273,-999.0,-999.0,-999.0,20130105_000000,1645,1916,-152.19781,44.36674,F001,1440000.0,111.20878,537.46698,,,,887.48586,,80.68549,5,2013-01-05,9 days
1404,3276,-999.0,-999.0,-999.0,20130108_000000,2187,494,-144.4171,41.85085,O001,1440000.0,142.33159,527.40339,,,,699.37949,,98.89297,8,,
1405,3283,776.0,2249.0,1289.0,20130115_000000,1119,1119,-151.06236,39.84424,F001,1440000.0,115.75056,519.37698,0.93195,0.84737,0.0,830.30102,1.13612,97.78465,15,,
1406,3287,328.0,1222.0,649.0,20130119_000000,1120,1120,-143.44546,38.97731,F001,1440000.0,146.21815,515.90926,0.9265,0.69427,0.0,684.84426,10.53665,89.00877,19,,
1407,3288,-999.0,-999.0,-999.0,20130120_000000,1121,1121,-141.48653,32.0309,F001,1440000.0,154.0539,488.12361,0.87147,0.34278,0.0,821.35801,16.71078,102.83878,20,,
1408,3292,1068.0,1874.0,1467.0,20130124_000000,1122,1122,-152.30965,38.9729,F001,1440000.0,110.7614,515.89161,0.86772,0.50827,0.0,829.06053,17.10795,81.60168,24,,
1409,3296,-999.0,2793.0,-999.0,20130128_000000,2188,1928,-154.72089,38.38348,O001,1440000.0,101.11644,513.53392,,,,1065.5785,,117.7924,28,2013-01-28,14 days
1410,3298,-999.0,-999.0,-999.0,20130130_000000,2189,496,-145.49568,40.63048,O001,1440000.0,138.01726,522.52191,,,,694.22632,,84.97131,30,,
1411,3299,-999.0,-999.0,-999.0,20130131_000000,1123,1123,-157.57196,44.19673,F001,1440000.0,89.71215,536.78692,0.70535,0.082251,0.0,739.40697,23.60921,58.2207,31,,
1413,3302,1258.0,1611.0,1890.0,20130203_000000,1124,1124,-151.59459,39.31095,F001,1440000.0,113.62162,517.24382,0.90147,0.66833,0.0,879.60216,11.47273,83.34811,34,,
1414,3307,721.0,973.0,1083.0,20130208_000000,1125,1933,-154.75689,42.30269,F001,1440000.0,100.97245,529.21074,0.89881,0.55433,0.0,659.09158,12.98098,59.21716,39,2013-02-08,7 days
1415,3313,670.0,1400.0,1230.0,20130214_000000,1127,1127,-149.75155,48.46137,F001,1440000.0,120.9938,553.84548,0.85361,0.57286,0.0,721.35161,18.37849,77.76226,45,,
1416,3314,395.0,647.0,849.0,20130215_000000,1128,1128,-143.73656,43.21989,F001,1440000.0,145.05376,532.87957,0.90061,0.58245,0.0,684.22531,12.46079,61.95964,46,,
1418,3323,-999.0,-999.0,-999.0,20130224_000000,1646,310,-151.4971,45.12935,F001,1440000.0,114.0116,540.5174,,,,623.66942,,80.6225,55,,
1419,3325,-999.0,-999.0,-999.0,20130226_000000,1647,1942,-140.65579,43.81915,F001,1440000.0,157.37683,535.27662,,,,692.77942,,92.69568,57,2013-02-26,4 days
1420,3328,655.0,928.0,856.0,20130301_000000,1133,1133,-137.70731,42.55231,F001,1440000.0,169.17075,530.20924,0.99111,0.87823,0.0,731.69504,1.66796,110.85312,60,,
1421,3330,-999.0,-999.0,-999.0,20130303_000000,2193,500,-154.34942,40.02829,O001,1440000.0,102.60233,520.11314,,,,649.94321,,71.04517,62,,
1422,3334,1775.0,-999.0,2074.0,20130307_000000,1134,1947,-155.5428,42.51332,F001,1440000.0,97.82878,530.0533,0.92836,0.96579,0.0,830.64004,8.53559,56.99174,66,2013-03-07,7 days
1423,3336,-999.0,-999.0,-999.0,20130309_000000,1648,312,-141.29227,43.43188,F001,1440000.0,154.83094,533.72752,,,,714.8949,,89.0166,68,,
1424,3341,-999.0,-999.0,-999.0,20130314_000000,2195,502,-136.44312,37.59026,O001,1440000.0,174.22752,510.36104,,,,641.61403,,61.63034,73,,
1425,3344,170.0,986.0,461.0,20130317_000000,1138,1954,-148.7496,26.63256,F001,1440000.0,125.00159,466.53025,0.89862,0.53114,0.0,700.59888,10.99883,56.69952,76,2013-03-17,5 days
1426,3346,-999.0,-999.0,-999.0,20130319_000000,1139,1139,-139.22864,28.32555,F001,1440000.0,163.08544,473.30222,0.98106,0.71822,0.0,664.01896,4.09837,56.96394,78,,
1427,3347,-999.0,-999.0,-999.0,20130320_000000,2197,504,-128.38703,38.80622,O001,1440000.0,206.45188,515.2249,,,,601.72177,,78.33728,79,,
1429,3349,-999.0,-999.0,-999.0,20130322_000000,1649,313,-145.30481,40.01395,F001,1440000.0,138.78075,520.05581,,,,888.36579,,97.74994,81,,
1430,3366,-999.0,-999.0,-999.0,20131209_000000,2199,1960,-155.04279,35.95533,O001,1440000.0,99.82884,503.82132,,,,859.10296,,79.9831,343,2013-12-09,266 days
1431,3367,1704.0,2579.0,2560.0,20131210_000000,1140,1140,-149.75301,34.95579,F001,1440000.0,120.98796,499.82315,0.86958,0.8147,0.0,865.63276,16.66318,59.0651,344,,
1432,3368,1423.0,1753.0,1797.0,20131211_000000,1141,1141,-141.15445,42.78756,F001,1440000.0,155.38218,531.15024,0.87776,0.49656,0.0,826.26507,13.68151,102.6083,345,,
1433,3370,1757.0,2027.0,2305.0,20131213_000000,1142,1963,-152.34948,39.17781,F001,1440000.0,110.60209,516.71125,0.93031,0.72176,0.0,1086.43675,9.82796,86.28823,347,2013-12-13,4 days
1434,3374,-999.0,-999.0,-999.0,20131217_000000,1143,1143,-140.59667,47.55727,F001,1440000.0,157.6133,550.22906,0.78086,0.22688,0.0,738.64554,25.30166,92.40618,351,,
1435,3376,2484.0,2602.0,2571.0,20131219_000000,1144,1144,-155.45904,51.51854,F001,1440000.0,98.16384,566.07415,0.88608,0.93769,0.0,1065.88178,12.36588,59.37642,353,,
1436,3379,992.0,1210.0,1588.0,20131222_000000,1145,1145,-143.07489,47.40454,F001,1440000.0,147.70042,549.61814,0.94791,0.58824,0.0,620.18534,6.13087,127.58282,356,,
1437,3380,-999.0,-999.0,-999.0,20131223_000000,2200,507,-132.84329,48.37317,O001,1440000.0,188.62683,553.49268,,,,636.75668,,58.51364,357,,
1439,3383,978.0,1521.0,1136.0,20131226_000000,1147,1147,-143.07619,43.51647,F001,1440000.0,147.69524,534.06587,0.9533,0.64227,0.0,688.07109,6.59763,117.83585,360,,
1440,3385,750.0,1679.0,993.0,20131228_000000,1148,1148,-151.71542,38.9253,F001,1440000.0,113.13833,515.70121,0.94969,0.78797,0.0,808.55305,7.18922,94.94582,362,,
1442,3388,-999.0,-999.0,-999.0,20131231_000000,1651,315,-151.92562,44.0223,F001,1440000.0,112.29753,536.08919,,,,758.6723,,74.11285,365,,
1443,3389,144.0,823.0,953.0,20140101_000000,1149,1149,-140.87949,45.57749,F001,1440000.0,156.48202,542.30997,0.88657,0.53463,0.0,740.6503,5.25168,95.69187,1,,
1445,3393,1361.0,2167.0,2377.0,20140105_000000,1150,1150,-143.33953,39.5271,F001,1440000.0,146.64186,518.1084,0.78793,0.18459,0.0,955.13898,22.01683,147.14903,5,,
1446,3397,1595.0,1680.0,2555.0,20140109_000000,1151,1979,-151.95924,45.29543,F001,1440000.0,112.16305,541.18173,0.87898,0.64226,0.0,859.33188,14.3659,77.95522,9,2014-01-09,6 days
1447,3398,936.0,1693.0,1451.0,20140110_000000,1152,1152,-149.12457,44.41762,F001,1440000.0,123.50172,537.67049,0.86973,0.56586,0.0,726.12272,16.4329,91.01049,10,,
1448,3399,1351.0,2058.0,2183.0,20140111_000000,1153,1153,-129.0544,44.636,F001,1440000.0,203.7824,538.544,0.87506,0.79773,0.0,670.55149,14.91657,69.55546,11,,
1450,3411,4000.0,4715.0,4854.0,20140123_000000,1160,1160,-144.89391,34.44893,F001,1440000.0,140.42434,497.79572,0.83104,0.59083,0.0,923.11646,27.33122,118.84587,23,,
1453,3416,569.0,976.0,899.0,20140128_000000,1164,1164,-133.46364,38.88665,F001,1440000.0,186.14545,515.54659,0.72291,0.097394,0.0,667.48989,24.7591,98.98012,28,,
1454,3417,-999.0,-999.0,-999.0,20140129_000000,1652,316,-144.05937,30.9255,F001,1440000.0,143.76251,483.70202,,,,837.26765,,68.07995,29,,
1455,3421,1625.0,1826.0,1784.0,20140202_000000,1165,1165,-155.13799,31.88523,F001,1440000.0,99.44802,487.54094,0.95126,0.90307,0.0,996.28057,7.08735,90.07923,33,,
1456,3422,711.0,1321.0,1230.0,20140203_000000,1166,1166,-150.08996,37.10043,F001,1440000.0,119.64017,508.40171,0.97732,0.80269,0.0,704.03678,4.52709,84.24792,34,,
1457,3425,-999.0,1457.0,-999.0,20140206_000000,1167,1996,-155.3586,31.23328,F001,1440000.0,98.56561,484.9331,0.96936,0.90048,0.0,827.21394,3.81675,82.52722,37,2014-02-06,10 days
1458,3426,608.0,1433.0,843.0,20140207_000000,1168,1168,-150.05545,33.49108,F001,1440000.0,119.7782,493.96431,0.84794,0.34334,0.0,934.16804,15.85549,77.11845,38,,
1459,3428,877.0,1154.0,1265.0,20140209_000000,1169,1169,-131.7205,36.31398,F001,1440000.0,193.11801,505.25594,0.89239,0.54506,0.0,743.77889,12.3723,100.54888,40,,
1460,3430,-999.0,-999.0,-999.0,20140211_000000,2206,513,-151.19019,32.91953,O001,1440000.0,115.23926,491.67813,,,,1106.32323,,100.08255,42,,
1461,3432,843.0,874.0,1426.0,20140213_000000,1170,2001,-136.84134,36.07182,F001,1440000.0,172.63465,504.28729,0.92241,0.95538,0.0,857.86608,6.07747,136.66207,44,2014-02-13,5 days
1462,3434,533.0,1215.0,1085.0,20140215_000000,1172,1172,-139.76502,33.14407,F001,1440000.0,160.93991,492.57627,0.98684,0.7795,0.0,832.84036,3.43834,84.05245,46,,
1463,3435,-999.0,-999.0,-999.0,20140216_000000,1653,317,-125.42676,41.03261,F001,1440000.0,218.29296,524.13043,,,,733.15625,,80.03564,47,,
1464,3440,-999.0,-999.0,-999.0,20140221_000000,1654,318,-155.10077,41.98268,F001,1440000.0,99.59694,527.93071,,,,639.88563,,67.43491,52,,
1466,3447,-999.0,-999.0,-999.0,20140228_000000,1173,1173,-127.57798,32.86893,F001,1440000.0,209.68809,491.47571,0.92072,0.49208,0.0,828.05321,9.52839,80.95898,59,,
1467,3448,1184.0,1496.0,1422.0,20140301_000000,1174,1174,-154.82777,34.17768,F001,1440000.0,100.6889,496.7107,0.93482,0.66304,0.0,976.70708,8.65163,89.76605,60,,
1468,3449,737.0,1392.0,1572.0,20140302_000000,1175,1175,-143.17617,31.44958,F001,1440000.0,147.29532,485.79832,0.85543,0.47278,0.0,692.74117,19.42307,81.05886,61,,
1471,3453,-999.0,-999.0,-999.0,20140306_000000,1655,2012,-154.34429,38.33013,F001,1440000.0,102.62285,513.32053,,,,745.636,,57.26925,65,2014-03-06,20 days
1472,3455,4238.0,4767.0,4761.0,20140308_000000,1178,1178,-141.94378,35.15378,F001,1440000.0,152.22487,500.61513,1.0,0.88127,0.0,857.40429,1.56734,178.24047,67,,
1473,3456,1542.0,1784.0,1932.0,20140309_000000,1179,1179,-131.62794,38.13099,F001,1440000.0,193.48824,512.52395,0.90482,0.77186,0.0,799.34116,12.39779,124.51437,68,,
1474,3462,665.0,1019.0,1011.0,20140315_000000,1182,1182,-145.08059,40.59235,F001,1440000.0,139.67762,522.36941,0.83487,0.25711,0.0,750.52797,24.88237,76.84808,74,,
1477,3487,3699.0,3858.0,4916.0,20141210_000000,1184,1184,-141.32139,35.73943,F001,1440000.0,154.71445,502.95772,0.96919,0.69025,0.0,987.82189,5.60377,177.36048,344,,
1478,3489,-999.0,-999.0,-999.0,20141212_000000,1657,321,-125.59085,34.94788,F001,1440000.0,217.6366,499.7915,,,,1111.10254,,84.61015,346,,
1479,3490,975.0,1524.0,1552.0,20141213_000000,1186,1186,-151.75942,37.59726,F001,1440000.0,112.96233,510.38905,0.89319,0.39436,0.0,915.19918,12.41663,91.6771,347,,
1480,3491,711.0,1308.0,1573.0,20141214_000000,1187,1187,-133.71115,43.39462,F001,1440000.0,185.15542,533.57849,0.91248,0.64985,0.0,835.60606,10.21158,113.01271,348,,
1481,3493,-999.0,-999.0,-999.0,20141216_000000,1188,2028,-148.94424,40.85228,F001,1440000.0,124.22306,523.40912,0.91886,0.46741,0.0,709.01149,10.88492,84.72722,350,2014-12-16,5 days
